timestamp,city,status,listing_id,title,hero,images,error
2026-04-01T07:03:09,phoenix,draft_created,4481239178,"Monochrome Phoenix Map Print | Bold City Wall Art, 6 Colors, Moving Away Gift",mockup4,10,
2026-04-01T07:03:36,pittsburgh,draft_created,4481239336,"Pittsburgh Map Art Print | Monochrome City Poster, Choose Your Color, New Home Gift",frame8,10,
2026-04-01T07:04:03,portland,draft_created,4481239506,"Portland Map Print | Monochrome City Art, Choose Your Color, Travel Gift",main,10,
2026-04-01T07:04:33,prague,draft_created,4481239684,"Monochrome Prague Map Print | Bold City Wall Art, 6 Colors, New Home Gift",mockup4,10,
2026-04-01T07:05:01,raleigh,draft_created,4481239868,"Raleigh Map Print | Monochrome City Art, Choose Your Color, Anniversary Gift",frame8,10,
2026-04-01T07:05:33,richmond,draft_created,4481240020,"Monochrome Richmond Map Print | Bold City Wall Art, 6 Colors, Birthday Gift",main,10,
2026-04-01T07:06:02,rome,draft_created,4481240214,"Rome Map Poster | Minimalist Monochrome Art, Choose Your Color, Moving Away Gift",mockup4,10,
2026-04-01T07:06:28,salt_lake_city,draft_created,4481234223,"Monochrome Salt Lake City Map Print | Bold City Wall Art, 6 Colors, Birthday Gift",frame8,10,
2026-04-01T07:06:55,san_antonio,draft_created,4481240558,"San Antonio Map Art Print | Monochrome City Poster, Choose Your Color, New Home Gift",main,10,
2026-04-01T07:07:21,san_diego,draft_created,4481234545,"San Diego Map Print | Monochrome City Art, Choose Your Color, New Home Gift",mockup4,10,
2026-04-01T07:07:47,san_francisco,draft_created,4481234669,san_francisco MonoMap Print,frame8,10,
2026-04-01T07:08:12,savannah,draft_created,4481241068,"Monochrome Savannah Map Print | Bold City Wall Art, 6 Colors, Moving Away Gift",main,10,
2026-04-01T07:08:42,seattle,draft_created,4481234995,seattle MonoMap Print,mockup4,10,
2026-04-01T07:09:10,st_louis,draft_created,4481241438,"St. Louis City Map Print | Bold Monochrome Wall Art, 6 Color Options, Graduation Gift",frame8,10,
2026-04-01T07:09:40,stockholm,draft_created,4481241586,"Stockholm Map Poster | Minimalist Monochrome Art, Choose Your Color, Anniversary Gift",main,10,
2026-04-01T07:10:06,sydney,draft_created,4481241778,"Monochrome Sydney Map Print | Bold City Wall Art, 6 Colors, New Home Gift",mockup4,10,
2026-04-01T07:10:31,tampa,draft_created,4481241924,"Monochrome Tampa Map Print | Bold City Wall Art, 6 Colors, Anniversary Gift",frame8,10,
2026-04-01T07:10:59,tokyo,draft_created,4481235825,"Tokyo Map Print | Monochrome City Art, Choose Your Color, Birthday Gift",main,10,
2026-04-01T07:11:29,toronto,draft_created,4481236003,"Toronto Map Print | Monochrome City Art, Choose Your Color, Anniversary Gift",mockup4,10,
2026-04-01T07:12:00,vienna,draft_created,4481242366,"Vienna Monochrome Map Wall Art | Bold City Poster, 6 Colors, Moving Away Gift",frame8,10,
2026-04-01T07:12:29,washington_dc,draft_created,4481236373,"Washington DC Monochrome Map Wall Art | Bold City Poster, 6 Colors, Anniversary Gift",main,10,
2026-04-11T15:58:56,copenhagen,removed,4481228219,"removed: coastal_city_ocean_rendering_artifacts",,,"not editable via API"
2026-04-11T15:58:56,honolulu,removed,4481235750,"removed: coastal_city_ocean_rendering_artifacts",,,"not editable via API"
2026-04-11T15:58:56,lisbon,removed,4481230359,"removed: coastal_city_ocean_rendering_artifacts",,,"not editable via API"
2026-04-11T15:58:56,san_francisco,removed,4481234669,"removed: coastal_city_ocean_rendering_artifacts",,,"not editable via API"
2026-04-11T15:58:56,seattle,removed,4481234995,"removed: coastal_city_ocean_rendering_artifacts",,,"not editable via API"
